Export;EXP-2024-001 (2024-08-26T08:19:22+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NOx;uur;µg NO2/m³;2024-06-25T22:00:00+01:00;2024-06-25T23:00:00+01:00;14.02;18.12;16.55;29.09;16.04;9.44;10.73;20.62;38.18;22.42;15.89;14.92;13.03;;27.21;39.02;12.57;20.31;17.45;12.67;4.77;13.48;14.64;29.23;25.97;4.41;7.42;4.9;8.17;10.27;15.64;11.95;12.55;11.61;7.46;15.48;51.97;22.11;;8.44;5.73;7.28;3.6;15.29;4.04
NOx;uur;µg NO2/m³;2024-06-25T23:00:00+01:00;2024-06-26T00:00:00+01:00;13.56;20.83;9.19;30.95;16.74;43.88;10.64;21.02;24.56;28.36;12.06;13.03;16.2;;26.45;55.68;9;21.68;13.19;14.71;4.44;15.37;21.62;23.61;36.69;4.51;6.89;4.76;8.54;10.14;10.85;9.15;10.81;11.16;9.42;16.83;62.14;23.03;;4.54;5.02;7.8;3.79;8.08;3.66
NOx;uur;µg NO2/m³;2024-06-26T00:00:00+01:00;2024-06-26T01:00:00+01:00;17.59;13.57;7.85;23.87;15.34;187.87;12.07;;21.28;19.93;16.5;12.28;15.48;;18.92;40.29;11.33;13.62;12.33;15.71;8.02;12.51;18.39;13.91;17.03;4.22;10.24;5.89;8.39;7.47;7.57;12.03;7.79;11.38;9.53;11.48;24.02;17.55;;4.7;;10.17;4.37;8.15;5.26
NOx;uur;µg NO2/m³;2024-06-26T01:00:00+01:00;2024-06-26T02:00:00+01:00;12.93;16.52;7.25;19.27;13.73;169.41;11.11;13.66;15.11;17.13;14.64;12.15;12.05;;15.97;29.96;11.46;9.7;10.96;12.63;10.74;12.07;11.28;13.55;19.61;3.32;7.62;4.61;6.37;6.6;7.58;7.83;6.68;10.63;10.32;10.49;15.85;13.59;;5.57;3.45;9.6;4.38;9.52;6.04
NOx;uur;µg NO2/m³;2024-06-26T02:00:00+01:00;2024-06-26T03:00:00+01:00;14.34;18.54;7.14;16.2;13.7;170.59;10.87;13.09;15.57;19.39;11.62;16.53;11.6;;19.69;21.36;12.48;10.62;9.29;14.07;11.3;11.71;10.07;13.77;20.94;3.3;7.35;4.08;5.36;6.35;6.51;6.49;6.37;7.33;10.06;6.69;15.12;13.1;;6.32;3.66;10.58;5.63;11.33;6.08
NOx;uur;µg NO2/m³;2024-06-26T03:00:00+01:00;2024-06-26T04:00:00+01:00;13.56;19.11;7.02;16.07;13.42;89.57;10.83;14.72;16.09;11.57;10.57;16.32;13.16;;25.66;29.51;11.26;11;8.07;14.81;12.61;9.83;8.76;16.74;31.15;3.41;8.72;4.24;5.41;6.23;6.87;8.88;6.32;7.58;8.85;15.55;13.53;12.23;;6.86;2.79;10.59;5.77;11.11;6.98
NOx;uur;µg NO2/m³;2024-06-26T04:00:00+01:00;2024-06-26T05:00:00+01:00;16.02;22.67;10.05;45.84;14.52;188.4;10.6;18.76;19.28;21.03;10.6;34.1;14.88;;30.16;21.99;10.94;10.83;9.3;13.6;13.85;12.03;9.54;29.05;82.96;3.92;19.06;5.41;5.94;6.99;9.24;7.42;7.56;8.59;8.84;23.57;26.34;12.31;;8.02;5.2;12.5;5.93;11.52;6.91
NOx;uur;µg NO2/m³;2024-06-26T05:00:00+01:00;2024-06-26T06:00:00+01:00;18.67;25.34;16.51;59.92;18.13;160.44;10.68;19.55;30.38;36.33;14.3;22.48;20.71;;21.73;23.46;13.37;17.45;13.87;17.36;20.32;16.83;12.28;39.47;112.37;5.03;21.22;7.16;7.87;11.87;18.67;22.87;13.79;15.81;9.55;18.6;45.35;19.09;;10.07;6.4;12.68;8.15;19.53;7.43
NOx;uur;µg NO2/m³;2024-06-26T06:00:00+01:00;2024-06-26T07:00:00+01:00;14.62;13.22;16.8;53.45;26.93;35.88;13.57;21.3;42.83;43.44;19.89;26.92;28.65;;11.11;48.93;18.86;27.87;15.77;18.11;21.78;22.6;13.55;42.81;87.13;5.85;44.28;9.59;11.56;15.87;32.74;15.13;15.6;12.87;9.61;12.21;64.69;23.31;;12.76;7.02;11.98;8.53;23.07;7.59
NOx;uur;µg NO2/m³;2024-06-26T07:00:00+01:00;2024-06-26T08:00:00+01:00;12.13;12.7;19.6;76.25;17.98;29.5;14.24;25.33;41.24;43.44;21.56;22.7;26.83;;11.31;42.15;20.55;44.98;21.43;61.55;24.28;33.1;15.55;45;108.23;6.31;55.21;8.54;11.79;19.05;37.5;10.47;17.93;17.25;7.97;7.45;69.49;33.41;;16.01;6.39;10.36;8.42;32.42;6.99
NOx;uur;µg NO2/m³;2024-06-26T08:00:00+01:00;2024-06-26T09:00:00+01:00;10.03;83.11;16.5;36.49;15.66;16.82;12.7;32.49;29.96;35.21;17.56;23.74;20.09;;12.39;34.59;20.61;38.51;19.35;21.33;20.81;29.09;14.2;44.48;65.26;5.91;49.84;7.65;11.79;15.8;34.34;10.41;10.54;12.48;5.08;4.72;63.24;23.47;;11.56;5.42;6.19;5.62;36.03;5.8
NOx;uur;µg NO2/m³;2024-06-26T09:00:00+01:00;2024-06-26T10:00:00+01:00;9.61;4.99;14.15;27.3;15.16;16.67;10.38;16.49;19.09;27.84;10.56;28.32;10.72;;11.68;31.7;15.97;28.66;17.44;15.05;13.72;22.57;12.49;23.08;60.89;5.22;50.96;5.01;10.59;7.38;24.4;8.15;5.77;7.92;3.63;3.64;60.73;12.74;;7.26;3.34;4.69;4.11;29.84;4.73
NOx;uur;µg NO2/m³;2024-06-26T10:00:00+01:00;2024-06-26T11:00:00+01:00;9.45;4.88;13.62;26.79;13.17;11.84;5.92;16.25;15.97;16.13;6.27;21.76;4.78;;9.45;30.44;15.3;26.08;13.13;13.13;13.6;16.99;9.01;16.55;59.8;4.91;35.39;2.66;5.01;5.59;14.99;10.19;5.78;5.17;3.12;3.38;41.48;8.95;;7.01;2.08;3.64;5.05;21.74;6.34
NOx;uur;µg NO2/m³;2024-06-26T11:00:00+01:00;2024-06-26T12:00:00+01:00;9.09;3.48;9.26;20.93;10.35;9.12;3.53;18.04;14.76;11.23;4.42;7.6;4.09;;4.41;9.5;12.46;14.24;5.22;6.04;7.5;24.29;5.64;17.57;53.38;3.93;20.1;2.66;5.74;7.67;18.39;7.28;4.88;4.52;2.81;2.81;32.46;7.98;;6.66;2.14;2.99;5.44;17.06;5.57
NOx;uur;µg NO2/m³;2024-06-26T12:00:00+01:00;2024-06-26T13:00:00+01:00;6.89;2.89;6.74;25.54;7.81;9.03;3.14;11.84;15.63;11.67;4.34;7.49;4.66;;5.14;9.81;10.82;25.62;4.22;4.84;6.22;22.6;4.36;11.66;45.29;3.14;23.97;2.44;4.75;8.63;16.54;6.71;4;3.74;2.88;2.84;28.75;9.25;;6.72;1.58;2.89;4.69;16.19;2.41
NOx;uur;µg NO2/m³;2024-06-26T13:00:00+01:00;2024-06-26T14:00:00+01:00;5.56;2.98;4.98;24.02;6.06;9.26;2.81;14.9;17.6;17.97;4.47;6.8;3.95;2.59;5.32;6.52;9.65;13.91;4.51;5.49;5.62;18.19;4.9;14.62;30.73;3.38;30.71;2.53;22.43;12.71;20.9;15.57;4.58;3.25;2.46;4.62;36.85;6.17;;5.38;1.05;3.25;4.6;17;2.4
NOx;uur;µg NO2/m³;2024-06-26T14:00:00+01:00;2024-06-26T15:00:00+01:00;4.14;2.68;4.77;17.64;6.36;11.39;2.62;11.53;27.61;27.32;4.15;10.59;5.48;2.09;7.38;6.3;8.2;11.26;4.28;4.87;5.82;18.06;5.38;10.71;56.62;3.08;20.26;2.45;3.68;6.89;21.04;9.92;4.86;3.53;2.38;2.26;47.39;12.75;;4.99;0.85;3.37;3.49;21.24;3.63
NOx;uur;µg NO2/m³;2024-06-26T15:00:00+01:00;2024-06-26T16:00:00+01:00;3.9;3.73;4.33;32.6;6.3;5.78;2.56;12.38;20.21;28.83;4.54;8.94;5.3;2.81;10.09;5.24;8.41;15.86;4.53;5.54;6.04;20.32;5.45;18.98;19.32;3.17;15.4;2.74;4.29;14.65;18.28;6.93;4.66;3.99;2.89;3.37;39.66;7.61;;6.53;0.6;3.11;4.25;13.88;2.23
NOx;uur;µg NO2/m³;2024-06-26T16:00:00+01:00;2024-06-26T17:00:00+01:00;4.19;3.81;4.55;22.5;5.73;6.54;2.9;14.57;26.29;19.77;5.12;7;5.47;2.37;5.09;5.71;8.92;9.58;5.54;5.65;6.29;26.19;7.71;18.72;13.64;3.08;14.01;2.56;4.76;8.65;19.25;5.77;4.93;4.53;3.08;5.94;41.64;7.76;;5.27;1.49;3.11;3.57;18.05;1.86
NOx;uur;µg NO2/m³;2024-06-26T17:00:00+01:00;2024-06-26T18:00:00+01:00;5.78;2.56;3.98;22.7;5.52;8.16;3.3;17.44;28.65;8.86;5.07;5.59;5.47;2.76;5.16;19.93;7.32;9.35;6.79;5.98;5.6;16.21;7.37;24.99;11.77;2.63;20.07;2.81;4.23;5.59;19.71;6.02;5.58;6.96;3.17;2.8;34.74;8.93;;3.92;1.12;3.07;2.84;22.38;5.03
NOx;uur;µg NO2/m³;2024-06-26T18:00:00+01:00;2024-06-26T19:00:00+01:00;6.37;4.27;5.06;16.11;5.25;24.62;3.81;14.7;23.05;10.92;4.85;14.65;5.94;3.68;7.08;19.78;7.14;18.38;10.64;6.2;6.02;17.1;8.6;21.76;11.86;2.97;9.39;2.79;4.5;7.16;18.04;7.17;5.27;6.05;3.1;3.8;30.06;7.05;;4.12;2.4;3.68;4.3;18.11;3.03
NOx;uur;µg NO2/m³;2024-06-26T19:00:00+01:00;2024-06-26T20:00:00+01:00;11;9.54;5.87;26.15;5.62;54.87;6;13.36;28.07;12.32;7.47;17;6.72;8.17;8.41;11.49;14.29;14.84;20.73;25.02;6.2;29.02;10.21;24.68;10.43;4.21;9.72;3.68;5.34;7.71;15.74;19.75;6.93;8.59;4.22;5.03;22.43;9.91;;4.79;3.45;5.49;8.55;22.65;2.97
NOx;uur;µg NO2/m³;2024-06-26T20:00:00+01:00;2024-06-26T21:00:00+01:00;13.65;15.43;8.05;46.91;22.09;35.23;7.6;21.51;23.82;14.8;16.01;15.73;9.38;9.62;14.44;17.95;15.56;13.04;20.92;24.69;9.86;29.21;18.74;26.04;12.48;5.29;12.45;6.52;8.25;8.66;17.01;42.73;9.98;22.45;8.93;8.09;42.22;20.11;;12.22;5.94;7.74;8.3;27.65;3.4
NOx;uur;µg NO2/m³;2024-06-26T21:00:00+01:00;2024-06-26T22:00:00+01:00;22.33;16.2;11.7;47.67;26.61;13.52;9.13;31.25;26.07;24.5;26.3;27.5;14.51;15.77;20.47;31.68;14.42;13.36;25.78;21.56;13.64;25.15;20.37;35.32;14.62;4.52;12.13;8.31;12.1;24.29;18.37;67.33;13.88;17.04;12.78;33.26;80.47;23.88;;11.17;6.63;8.3;6.21;29.99;4.85
NOx;uur;µg NO2/m³;2024-06-26T22:00:00+01:00;2024-06-26T23:00:00+01:00;15.62;14.11;13.88;46.08;24.43;19.64;13.85;26.88;61.21;26.13;24.92;28.87;20.43;56.2;25.29;21.12;14.85;19.91;29.47;16.06;12.22;24.55;25.7;40.33;16.43;5.33;10.8;8.56;9.43;28.67;21.07;48.72;14.38;12.23;11.94;29.19;135.24;44.58;;8.22;6.83;11.45;5.95;30.38;4.73
NOx;uur;µg NO2/m³;2024-06-26T23:00:00+01:00;2024-06-27T00:00:00+01:00;16.8;11.31;10.38;26.14;21.24;24.67;13.68;26.87;49.49;24.68;22.72;42.08;19.98;51.77;22.07;24.56;15.87;29.2;25.93;18.9;7.13;27.08;37;39.32;17.55;5.7;16.85;7.76;7.96;22.26;53.9;25.25;14.76;15.24;12.31;19.95;76.82;25.65;;6.66;7.31;13.86;5.31;23.48;5.36
NOx;uur;µg NO2/m³;2024-06-27T00:00:00+01:00;2024-06-27T01:00:00+01:00;19.22;50.4;13.19;22.63;19.79;36.35;14.85;23.96;35.51;77.25;25.48;29.13;20.85;45.65;;30.8;14.42;35.51;25.5;24.5;;21.98;38.54;44.68;20.63;5.52;21.77;7.24;12.11;30.2;87.96;102.11;18.9;17.98;14.17;23.06;99.86;59.49;;8.37;6.57;15.5;7.72;12.38;6.12
NOx;uur;µg NO2/m³;2024-06-27T01:00:00+01:00;2024-06-27T02:00:00+01:00;15.12;54.03;9.42;14.03;13.04;50.81;13.89;21.08;27.53;62.84;28.77;26.48;19.21;45.15;11.07;33.3;8.99;43.89;24.39;20.22;;12.57;26.56;41.35;18.7;5.14;18.38;6.2;13.83;40.15;69.09;57.18;22.76;15.97;15.56;17.42;82.76;77.79;;7.65;6.26;18.62;6.7;13.52;5.86
NOx;uur;µg NO2/m³;2024-06-27T02:00:00+01:00;2024-06-27T03:00:00+01:00;13.97;56.2;8.4;12.81;9.14;68.86;17.22;23.3;28.26;47.01;33.23;35.97;19.32;44.02;11.75;30.31;15.19;40.4;25.29;20.82;7.64;19.64;26.63;54.66;33.25;5.07;14.92;8.21;14.81;28.81;67.44;51.99;22.93;14.86;14.8;15.99;70.02;66.1;;9.21;7.58;22.35;6.92;11;6.75
NOx;uur;µg NO2/m³;2024-06-27T03:00:00+01:00;2024-06-27T04:00:00+01:00;14.65;49.67;10.02;17.22;9.75;60.53;31.93;;40.09;43.02;29.48;37.28;23.07;47.95;12.48;28.31;33.22;58.08;21.49;49;4.34;40.37;108.55;74.84;56.01;6.96;9.5;15.24;13.72;30.71;73.6;38.72;25.16;27.23;13.1;14.36;59.5;47.92;;11.68;7.64;24.31;7.25;11.57;6.31
NOx;uur;µg NO2/m³;2024-06-27T04:00:00+01:00;2024-06-27T05:00:00+01:00;19.35;60.26;10.2;25.14;12.95;46.52;47.13;22.99;45.4;62.62;33.33;24.33;22.41;50.51;25.54;21.68;51.1;60.39;17.01;48.63;7.16;50.46;78.67;81.5;81.49;10.58;15.06;9.95;11.98;32.98;37.44;36.26;23.57;22.73;13.2;23.42;104.96;34.28;;9.65;10.02;25.46;7.71;18.26;6.42
NOx;uur;µg NO2/m³;2024-06-27T05:00:00+01:00;2024-06-27T06:00:00+01:00;19.68;50.84;9.49;25.8;20.36;44.76;115.74;33.88;64.51;97.79;41.28;25.91;24.78;39.65;33.16;16.98;101.69;39.49;15.56;50.56;13.57;75.32;83.19;90.15;130.95;63.2;27.88;13.23;15.63;42.45;37.97;46.79;21.37;40.01;18.41;35.01;76.35;32.48;;15.09;9.08;19.63;7.96;44.95;7.8
NOx;uur;µg NO2/m³;2024-06-27T06:00:00+01:00;2024-06-27T07:00:00+01:00;24.55;43.01;11.48;53.05;14.25;28.41;80.78;39.78;55.3;97.83;26.52;19.29;33.19;25.56;39.5;17;63.33;75.4;17.32;29.58;28.82;69.38;82.51;76.01;104.53;16.24;38.66;9.67;18.17;39.8;48.01;46.34;17.87;67.13;18.22;19.1;72.97;44.05;;16.35;10.83;17.81;11.32;62.04;13.83
NOx;uur;µg NO2/m³;2024-06-27T07:00:00+01:00;2024-06-27T08:00:00+01:00;26.41;24.47;12.38;38.66;10.75;17.68;39;39.55;70.05;62.22;19.58;20.96;46.56;28.8;25.1;10.97;67.47;129.47;29.22;24.38;30.8;84.05;94.97;55.96;123.74;12.37;39.49;11.7;26.61;35.45;37.58;40.52;17.45;84.44;13.3;21.69;63.07;41.84;;11.39;11.82;18.51;10.11;55.8;19.62
NOx;uur;µg NO2/m³;2024-06-27T08:00:00+01:00;2024-06-27T09:00:00+01:00;26.59;19.28;17.66;20.09;12.02;10.72;21.75;32.73;56.89;70.61;25.29;23.24;29.38;24.67;16.39;9.4;69.05;58.75;21.68;19.01;19.2;84.43;75.13;83.31;119.62;8.22;26.85;9.06;30.49;33.67;43.57;38.56;19.39;71.29;10.27;22.25;60.34;30.9;;8.56;4.15;10.72;8.8;31.17;10.23
NOx;uur;µg NO2/m³;2024-06-27T09:00:00+01:00;2024-06-27T10:00:00+01:00;11.28;10.81;14.55;24.9;13.93;11.27;8.22;20.45;33.51;58.28;28;17.25;11.74;10.07;13.75;8.11;27.86;29.32;12;15.93;30.37;32.07;19.02;44.77;58.46;5.49;24.17;7.25;34.93;53.07;46.71;41.84;33.51;12.81;5.87;9.29;41.58;21.25;;7.42;4.18;5.49;8;20.47;6.74
NOx;uur;µg NO2/m³;2024-06-27T10:00:00+01:00;2024-06-27T11:00:00+01:00;9.7;7.63;7.58;22.39;10.81;12.12;5.63;20.13;38.3;44.1;10.14;9.33;14.75;5.41;11.17;6.62;15.29;23.21;6.73;8.78;27.03;23.24;13.17;34.63;40.45;7.62;56.57;3.68;18.59;38.55;17.74;42.73;13.41;9.93;4.76;7.41;32.71;;;5.7;4.86;6.17;3.61;28.66;4.53
NOx;uur;µg NO2/m³;2024-06-27T11:00:00+01:00;2024-06-27T12:00:00+01:00;8.96;5.83;6.35;19.65;6.91;8.79;7.38;16.92;30.01;30.98;4.67;6.55;7.93;4.4;6.72;7.56;10.57;14.18;5.04;7.32;11.57;24.73;13.16;15.03;44.11;10.65;25.92;5.8;5.18;22.16;14.91;26.16;7.94;4.99;5.61;4.14;33.67;;;7.09;5.45;4.27;2.81;24.63;3.49
NOx;uur;µg NO2/m³;2024-06-27T12:00:00+01:00;2024-06-27T13:00:00+01:00;7.18;5.69;6.01;17.67;;7.65;6.68;14.81;26.44;29.96;4.86;5.29;7.41;3.51;4.84;6.91;12.04;11.12;4.33;6.74;9.13;28.19;13.31;17.39;43.36;7.93;22.57;4.07;4.46;14.46;16.16;27.19;8.15;4.16;4.99;3.64;34.16;7.6;;5.88;10.97;3.69;2.35;25.53;2.93
NOx;uur;µg NO2/m³;2024-06-27T13:00:00+01:00;2024-06-27T14:00:00+01:00;5.71;4.16;3.64;15.41;;8.21;10.62;14.77;33.82;39.7;6.31;6.42;4.59;3.02;4.19;23.09;8.8;16.82;3.21;9.06;6.34;28.33;10.29;19.06;32.86;4.6;26.67;2.94;4.11;22.82;13.86;25.26;7.12;4.16;5.02;10.5;29.93;6.56;;7.64;5.66;3.62;2.58;19.91;3.11
NOx;uur;µg NO2/m³;2024-06-27T14:00:00+01:00;2024-06-27T15:00:00+01:00;5.94;5.16;2.95;15.83;3.97;6.32;5.05;12.13;37.26;44.5;7.73;6.21;4.04;4.16;3.82;13.17;17.79;16.98;2.87;7.54;4.28;33.24;10.25;17.37;56.42;5.25;30.76;2.89;4.04;19.28;13.79;28.76;4.09;3.88;3.11;3.61;37.17;6.14;;3.76;3.45;4.51;3.96;20.95;4.49
NOx;uur;µg NO2/m³;2024-06-27T15:00:00+01:00;2024-06-27T16:00:00+01:00;5.73;6.94;3.59;18.65;3.51;6.09;6.98;16.2;31.57;46.29;8.75;6.32;4.36;4.4;5.35;10.01;9.24;14.58;3.45;7.73;5.73;27.31;14.94;17.13;39.43;5.2;34.32;3.06;5.98;18.77;13.08;33.07;4.07;6.1;3.57;2.56;42.74;5.27;;4.43;3.53;3.99;2.73;21.15;4.89
NOx;uur;µg NO2/m³;2024-06-27T16:00:00+01:00;2024-06-27T17:00:00+01:00;6;6.67;4.59;16.96;3.38;15.5;5.92;13.88;34.43;49.1;7.73;6.36;4.73;3.31;6.57;12.22;12.3;18.76;4.61;9.15;5.65;31.31;20.79;16.55;37.18;8.3;37.51;3.71;6.21;21.15;14.38;29.3;5.16;8;4.68;5.09;23.33;8.47;;4.21;3.98;1.97;1.83;17.45;3.39
NOx;uur;µg NO2/m³;2024-06-27T17:00:00+01:00;2024-06-27T18:00:00+01:00;5.47;7.97;5.72;14.71;3.52;9.24;6.45;14.35;23.36;25.83;6.7;6.88;5;3.65;2.84;4.25;10.98;25.45;7.29;8.94;11.33;28.23;19.54;12.78;29.22;4.63;35.13;4.3;8.63;15.88;13.95;28.09;6.34;8.25;4.06;3.9;22.22;8.65;;4.86;5.8;2.05;2.69;17.58;2.29
NOx;uur;µg NO2/m³;2024-06-27T18:00:00+01:00;2024-06-27T19:00:00+01:00;9.8;23.42;4.6;23.29;4.56;9.14;4.7;13.88;23.22;13.25;6.78;7.05;6.25;5.81;3.88;3.16;10.15;22.34;3.46;11.81;6.54;26.16;17.4;10.33;26.91;5.14;20.53;4.64;15.42;15.98;18.57;32.93;11.67;11.16;4.07;5.09;28.38;9.71;;5.47;4.59;3;2.65;12.94;2.97
NOx;uur;µg NO2/m³;2024-06-27T19:00:00+01:00;2024-06-27T20:00:00+01:00;8.25;11.06;8.93;21.35;5.68;10.09;6.84;16.36;19.26;12.6;5.16;6.94;8.47;7.2;5.18;2.77;14.01;19.54;4.09;8.48;14.72;36.1;25.83;16.22;38.96;16.69;22.66;8.18;12.96;15.46;19.35;32.51;10.76;8.17;5.07;7.45;31.04;10.28;;5.24;4.06;6.01;3.32;19.95;3.75
NOx;uur;µg NO2/m³;2024-06-27T20:00:00+01:00;2024-06-27T21:00:00+01:00;11.07;7.33;6.71;11.54;7.98;6.78;4.81;15.44;14.88;26.18;7.99;8.87;6.12;4.78;5.45;2.82;17.75;21.67;7.4;13.63;11.67;31.75;19.82;14.35;40.91;9.81;25.5;5.89;13.18;14.5;19.42;35.45;8.59;11.96;8.23;10.79;29.7;17.82;;7.7;6.01;19.93;4.62;10.62;6.08
NOx;uur;µg NO2/m³;2024-06-27T21:00:00+01:00;2024-06-27T22:00:00+01:00;10.69;6.47;6.68;9.9;7.93;10.53;2.38;12.93;15.18;23.55;9.47;10.61;6.28;7.09;4.41;3.63;19.14;11.95;6.89;14.81;10.15;30.7;11.8;24.37;34.16;8.29;17.14;5.48;7.96;17.19;22.18;27.47;10.97;9.24;8.14;5.39;23.93;10.51;;8.43;5.55;9.79;4.86;10.68;5.04
NOx;uur;µg NO2/m³;2024-06-27T22:00:00+01:00;2024-06-27T23:00:00+01:00;9.53;17.31;6.15;10.51;6.73;7.16;5;16.07;15.92;18.07;8.62;5.19;11.13;6.09;3.54;3.47;15.73;9.68;7.85;9.95;6.94;27.51;9.44;22.84;31.99;8.64;13.22;7.66;5.84;15.36;20;18.31;11.25;6.07;8.42;9.91;30.88;19.74;;7.52;6.87;5.39;4.7;18.16;4.34
NOx;uur;µg NO2/m³;2024-06-27T23:00:00+01:00;2024-06-28T00:00:00+01:00;9.9;13.26;4.9;7.43;5.64;5.8;5.78;12.74;12.78;7.14;4.16;4.24;10.88;10.36;2.61;3.28;15.68;8.71;6.38;7.47;6.83;21.18;9.3;21.99;27.64;9.12;12.68;8.05;5.95;10.18;9.17;15.39;6.73;7.4;11.69;7.28;31.62;13.78;;9.43;11.88;6.17;4.72;7.73;4.27
NOx;uur;µg NO2/m³;2024-06-28T00:00:00+01:00;2024-06-28T01:00:00+01:00;7.76;15.04;6.98;7.14;5.13;12.96;6.98;11.67;12.18;9.6;5.62;5.64;5.47;7.08;4.57;3.24;13.05;10.28;6.18;6.89;;18.36;10.41;19.74;20.83;12.38;9.42;6.33;6.94;7.54;8.48;12.64;6.25;7;10.46;6.25;17.72;12.13;;9.95;15.18;6.92;4.93;11.06;4.95
NOx;uur;µg NO2/m³;2024-06-28T01:00:00+01:00;2024-06-28T02:00:00+01:00;6.01;9.31;3.52;8.07;6.45;13.66;5.47;5.59;6.18;6.43;6.71;3.57;3.31;5.41;5.24;3.23;16.96;11.95;4.89;5.67;8.03;20.58;11.71;23.26;21.82;10.88;10.69;5.41;5.86;6.09;8.15;10.25;6.33;6.47;8.26;6.92;11.97;7.83;;6.75;13.44;6.94;4.47;9.71;4.83
NOx;uur;µg NO2/m³;2024-06-28T02:00:00+01:00;2024-06-28T03:00:00+01:00;4.27;4.65;3.49;5.62;4.28;12.41;6;4.73;4.2;6.06;5.39;4.5;3.51;5.74;6;3.03;10.84;15.58;5.29;4.43;7.72;12.86;14.64;12.58;15.72;13.62;11.07;5.69;5.76;7.25;7.3;10.16;6.84;4.81;8.41;4.79;9.9;6.3;;5.81;11.62;6.78;5.72;8.39;6.45
NOx;uur;µg NO2/m³;2024-06-28T03:00:00+01:00;2024-06-28T04:00:00+01:00;3.28;13.52;2.88;3.9;3.14;19.82;6.19;4.96;5.46;8.86;6.21;6.45;4.15;7.12;6.08;4.01;6.81;24.51;6.55;6.84;1.69;8.98;12.51;12.68;9.07;6.08;5.86;5.61;7.72;5.81;6.06;16.27;5.31;4.78;7.73;4.83;11.79;6.93;;5.77;8.87;6.49;7.78;10.24;7.26
NOx;uur;µg NO2/m³;2024-06-28T04:00:00+01:00;2024-06-28T05:00:00+01:00;3.54;10.93;2.59;6.93;3.1;21.4;7.2;5.94;10.36;17.41;9.12;9.62;4.86;9.22;1.65;4.15;3.77;17.81;10.78;9.46;2.54;9.7;9.21;19.73;22.89;5.54;6.44;6.89;7.09;10.24;12.37;30.4;7.26;7.88;7.7;5.76;14.8;10.24;;6.98;6.47;6.91;7.64;13.23;8.44
NOx;uur;µg NO2/m³;2024-06-28T05:00:00+01:00;2024-06-28T06:00:00+01:00;4.62;16.1;3.26;8.8;3.98;16.49;15.09;9.64;16.8;39.02;14.28;9.44;5.33;9.03;2.19;5.92;6.39;17.3;11.26;12.64;2.56;12.77;15.56;24.45;27.04;10.23;15.69;7.32;4.93;20.74;20.2;40.57;11.62;10.06;8.65;8.02;24.1;13.7;;8.48;4.4;7.47;5.46;25.4;8.89
NOx;uur;µg NO2/m³;2024-06-28T06:00:00+01:00;2024-06-28T07:00:00+01:00;6.29;12.83;3.54;9.73;4.68;15.36;15.21;14.68;32.83;55.75;15.37;8.15;7.78;9.49;2.58;5.09;10.21;18.41;4.53;11.76;2.43;21.07;17.79;19.89;22.78;5.19;18.75;6.28;4.57;25.47;25.18;26.29;19.74;12.48;10;8.83;30.85;14.78;;6.29;4.54;7.59;3.16;23.06;8.89
NOx;uur;µg NO2/m³;2024-06-28T07:00:00+01:00;2024-06-28T08:00:00+01:00;7.38;11.76;6.19;12.02;5.19;11.95;7.91;16.21;31.03;52.19;15.97;5.31;9.17;9.51;3.73;4.21;7.7;16.5;3.69;8.81;2.76;17.87;14.53;22.33;22.22;5.72;21.64;4.92;8.3;25.1;23.48;22.41;12.91;8.86;8.92;10.27;36.65;16.32;;7.84;4.98;6.15;2.74;15.63;6.07
NOx;uur;µg NO2/m³;2024-06-28T08:00:00+01:00;2024-06-28T09:00:00+01:00;5.39;8.22;7.15;17.15;6.96;11.66;6.19;15.82;26.16;47.66;13.56;3.89;8.61;6.33;4.63;2.93;7.78;11.47;3.66;5.82;2.34;20.41;10.03;17.17;20.12;5.02;17.98;5.2;4.76;23.07;16.82;21.46;12.29;12.53;7.37;8.7;29.73;12.56;;4.76;5.42;;1.69;16.68;4.01
NOx;uur;µg NO2/m³;2024-06-28T09:00:00+01:00;2024-06-28T10:00:00+01:00;8.02;8.13;5.43;14.54;6.53;6.67;5.69;14.31;23.21;40.55;10.31;5.46;5.97;5.07;3.65;1.96;4.62;12.63;2.99;8.4;2.53;21.83;8.69;13.23;18.12;5.71;34.9;3.69;4.27;18.63;17.71;21.06;7.91;7.39;9.48;9.67;27.54;8.77;;4.09;4.15;;2.11;17.25;2.85
NOx;uur;µg NO2/m³;2024-06-28T10:00:00+01:00;2024-06-28T11:00:00+01:00;5.61;7.81;4.12;18.88;4.6;5.04;7.26;14.38;27.4;37.81;9.95;4.91;6.96;5.13;2.46;1.05;4.91;19.66;3.09;6.31;3.3;18.68;9;10.31;19;5.77;35.25;3.36;3.97;15.5;16.1;24.5;7.32;8.12;5.96;7.68;30.85;9.92;;2.99;3.29;;1.76;20.18;2.57
